p30_id,source_issue_id,phase,priority,severity,category,gate,path,title,disposition,owner,blocker,next_pass_target,evidence
P30-ABSORB-0180,AIDENS-HA-20260508-0180,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/artifact.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0181,AIDENS-HA-20260508-0181,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/artifact.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0182,AIDENS-HA-20260508-0182,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/artifact.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0183,AIDENS-HA-20260508-0183,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/boundary.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0184,AIDENS-HA-20260508-0184,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/boundary.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0185,AIDENS-HA-20260508-0185,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/boundary.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0186,AIDENS-HA-20260508-0186,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/boundary.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0187,AIDENS-HA-20260508-0187,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0188,AIDENS-HA-20260508-0188,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0189,AIDENS-HA-20260508-0189,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0190,AIDENS-HA-20260508-0190,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0191,AIDENS-HA-20260508-0191,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0192,AIDENS-HA-20260508-0192,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0193,AIDENS-HA-20260508-0193,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0194,AIDENS-HA-20260508-0194,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0195,AIDENS-HA-20260508-0195,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0196,AIDENS-HA-20260508-0196,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0197,AIDENS-HA-20260508-0197,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0198,AIDENS-HA-20260508-0198,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0199,AIDENS-HA-20260508-0199,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0200,AIDENS-HA-20260508-0200,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0201,AIDENS-HA-20260508-0201,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0202,AIDENS-HA-20260508-0202,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0203,AIDENS-HA-20260508-0203,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0204,AIDENS-HA-20260508-0204,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0205,AIDENS-HA-20260508-0205,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0206,AIDENS-HA-20260508-0206,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0207,AIDENS-HA-20260508-0207,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0208,AIDENS-HA-20260508-0208,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/capability_turn.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0209,AIDENS-HA-20260508-0209,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/daemon_queue.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0210,AIDENS-HA-20260508-0210,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/daemon_queue.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0211,AIDENS-HA-20260508-0211,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/daemon_queue.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0212,AIDENS-HA-20260508-0212,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/daemon_queue.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0213,AIDENS-HA-20260508-0213,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/daemon_queue.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0214,AIDENS-HA-20260508-0214,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/daemon_queue.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0215,AIDENS-HA-20260508-0215,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/daemon_queue.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0216,AIDENS-HA-20260508-0216,P30-03,P1,Medium,NONDETERMINISM,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-contracts/src/daemon_queue.rs,Utc::now appears in runtime/artifact path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0217,AIDENS-HA-20260508-0217,P30-06,P1,Medium,PACKAGE-HYGIENE,fix-if-touched-or-quarantine-with-receipt,AiDENs-aidens-next-codex-context-20260508.excluded.json,141 excluded files mean the package has non-obvious absence semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0218,AIDENS-HA-20260508-0218,P30-07,P1,Medium,PANIC-SURFACE,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-agency-kit/src/lib.rs,Production expect can panic instead of emitting a receipt-bearing failure,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0219,AIDENS-HA-20260508-0219,P30-07,P1,Medium,PANIC-SURFACE,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-agency-kit/src/lib.rs,Production unwrap can panic instead of emitting a receipt-bearing failure,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0220,AIDENS-HA-20260508-0220,P30-07,P1,Medium,PANIC-SURFACE,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-agency-kit/src/lib.rs,Production unwrap can panic instead of emitting a receipt-bearing failure,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0221,AIDENS-HA-20260508-0221,P30-07,P1,Medium,PANIC-SURFACE,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-agency-kit/src/lib.rs,Production expect can panic instead of emitting a receipt-bearing failure,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0222,AIDENS-HA-20260508-0222,P30-07,P1,Medium,PANIC-SURFACE,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-agency-kit/src/lib.rs,Production expect can panic instead of emitting a receipt-bearing failure,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0223,AIDENS-HA-20260508-0223,P30-07,P1,Medium,PANIC-SURFACE,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Production unwrap can panic instead of emitting a receipt-bearing failure,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0224,AIDENS-HA-20260508-0224,P30-07,P1,Medium,PANIC-SURFACE,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Production expect can panic instead of emitting a receipt-bearing failure,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0225,AIDENS-HA-20260508-0225,P30-07,P1,Medium,PANIC-SURFACE,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Production unwrap can panic instead of emitting a receipt-bearing failure,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0226,AIDENS-HA-20260508-0226,P30-07,P1,Medium,PANIC-SURFACE,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Production unwrap can panic instead of emitting a receipt-bearing failure,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0227,AIDENS-HA-20260508-0227,P30-07,P1,Medium,PANIC-SURFACE,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Production unwrap can panic instead of emitting a receipt-bearing failure,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0228,AIDENS-HA-20260508-0228,P30-07,P1,Medium,PANIC-SURFACE,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Production unwrap can panic instead of emitting a receipt-bearing failure,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0229,AIDENS-HA-20260508-0229,P30-07,P1,Medium,PANIC-SURFACE,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Production unwrap can panic instead of emitting a receipt-bearing failure,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0230,AIDENS-HA-20260508-0230,P30-07,P1,Medium,PANIC-SURFACE,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Production unwrap can panic instead of emitting a receipt-bearing failure,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0231,AIDENS-HA-20260508-0231,P30-07,P1,Medium,PANIC-SURFACE,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Production unwrap can panic instead of emitting a receipt-bearing failure,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0232,AIDENS-HA-20260508-0232,P30-07,P1,Medium,PANIC-SURFACE,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Production unwrap can panic instead of emitting a receipt-bearing failure,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0233,AIDENS-HA-20260508-0233,P30-07,P1,Medium,PANIC-SURFACE,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Production unwrap can panic instead of emitting a receipt-bearing failure,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0234,AIDENS-HA-20260508-0234,P30-07,P1,Medium,PANIC-SURFACE,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Production unwrap can panic instead of emitting a receipt-bearing failure,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
