ID,Severity,Confidence,Origin,Category,V11_Gate,Primary_Path_or_Surface,Finding,Risk,Evidence,Required_Action,Acceptance_Gate,Suggested_Phase,Status,Notes
AHD-0113,High,Conformance/test gap,Prior audit normalized,Tool exposure & permit policy,v11A Material Operation / Permit,crates/aidens-tool-kit/src/lib.rs,Tool descriptor persistence can be ephemeral even when the tool materially affects artifacts. Scope variant 5: apply to crates/aidens-tool-kit/src/lib.rs and adjacent caller/callee surfaces.,"Risk that declared tools, exposed tools, permitted tools, and executable tools diverge.",local scan: receipt_persistence Ephemeral at aidens-tool-kit/src/lib.rs:211,Add tool exposure parity harness: declared vs registered vs executable vs exposed vs provider schema vs permit-used.,Add tool exposure parity harness: declared vs registered vs executable vs exposed vs provider schema vs permit-used.,Phase 03 tool/permit exposure parity,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0114,High,High-confidence hardening risk,Prior audit normalized,Tool exposure & permit policy,v11A Material Operation / Permit,crates/aidens-permit-kit/src/lib.rs,Permit-use evidence is not proven to be durable and queryable for every side-effecting tool path. Scope variant 5: apply to crates/aidens-permit-kit/src/lib.rs and adjacent caller/callee surfaces.,"Risk that declared tools, exposed tools, permitted tools, and executable tools diverge.",local scan: safe_coding_registry_for_current_dir fallback at aidens-tool-kit/src/lib.rs:631-632,Add tool exposure parity harness: declared vs registered vs executable vs exposed vs provider schema vs permit-used.,Add tool exposure parity harness: declared vs registered vs executable vs exposed vs provider schema vs permit-used.,Phase 03 tool/permit exposure parity,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0115,Medium,Conformance/test gap,Prior audit normalized,Tool exposure & permit policy,v11A Material Operation / Permit,crates/aidens-contracts/src/capability_turn.rs,Provider route policy can hide a tool for one route but not prove disabled tools are nonexistent. Scope variant 5: apply to crates/aidens-contracts/src/capability_turn.rs and adjacent caller/callee surfaces.,"Risk that declared tools, exposed tools, permitted tools, and executable tools diverge.",local scan: receipt_persistence Ephemeral at aidens-tool-kit/src/lib.rs:211,Add tool exposure parity harness: declared vs registered vs executable vs exposed vs provider schema vs permit-used.,Add tool exposure parity harness: declared vs registered vs executable vs exposed vs provider schema vs permit-used.,Phase 03 tool/permit exposure parity,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0116,Critical,Confirmed source pattern,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-tool-kit/src/lib.rs,Patch application is not a full unified-diff interpreter and can mislead users/tools expecting patch semantics.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: patch_apply implementation at aidens-tool-kit/src/lib.rs:1198; patch term count 448,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0117,High,High-confidence hardening risk,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-contracts/src/tool_artifacts.rs,Patch hunk anchoring is too weak for repeated-content files.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: fs::write count 46 in production-like src files,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0118,High,Conformance/test gap,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-runner/src/lib.rs,Patch context is not enforced strongly enough to prove the intended treatment was applied.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: patch_apply implementation at aidens-tool-kit/src/lib.rs:1198; patch term count 448,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0119,Medium,Confirmed source pattern,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-tool-kit/src/lib.rs,Multi-file patch application is not transactionally atomic.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: fs::write count 46 in production-like src files,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0120,Critical,High-confidence hardening risk,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-contracts/src/tool_artifacts.rs,Patch failure after partial write lacks a rollback/quarantine path.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: patch_apply implementation at aidens-tool-kit/src/lib.rs:1198; patch term count 448,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0121,High,Conformance/test gap,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-runner/src/lib.rs,"Patch writes lack temp-file, atomic rename, fsync, and post-write digest verification.","Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: fs::write count 46 in production-like src files,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0122,High,Confirmed source pattern,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-tool-kit/src/lib.rs,Before/after file digests are not guaranteed as first-class treatment evidence for every apply path.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: patch_apply implementation at aidens-tool-kit/src/lib.rs:1198; patch term count 448,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0123,Medium,High-confidence hardening risk,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-contracts/src/tool_artifacts.rs,Patch proposal and patch application are not cryptographically or digest-bound as one treatment family.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: fs::write count 46 in production-like src files,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0124,Critical,Conformance/test gap,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-runner/src/lib.rs,"Rename, delete, mode-change, and binary-file semantics are not explicitly supported or rejected with receipts.","Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: patch_apply implementation at aidens-tool-kit/src/lib.rs:1198; patch term count 448,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0125,High,Confirmed source pattern,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-tool-kit/src/lib.rs,Patch report vocabulary can make dry-run and applied states ambiguous.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: fs::write count 46 in production-like src files,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0126,High,High-confidence hardening risk,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-contracts/src/tool_artifacts.rs,Patch application is not a full unified-diff interpreter and can mislead users/tools expecting patch semantics. Scope variant 2: apply to crates/aidens-contracts/src/tool_artifacts.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: patch_apply implementation at aidens-tool-kit/src/lib.rs:1198; patch term count 448,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0127,Medium,Conformance/test gap,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-runner/src/lib.rs,Patch hunk anchoring is too weak for repeated-content files. Scope variant 2: apply to crates/aidens-runner/src/lib.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: fs::write count 46 in production-like src files,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0128,Critical,Confirmed source pattern,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-tool-kit/src/lib.rs,Patch context is not enforced strongly enough to prove the intended treatment was applied. Scope variant 2: apply to crates/aidens-tool-kit/src/lib.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: patch_apply implementation at aidens-tool-kit/src/lib.rs:1198; patch term count 448,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0129,High,High-confidence hardening risk,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-contracts/src/tool_artifacts.rs,Multi-file patch application is not transactionally atomic. Scope variant 2: apply to crates/aidens-contracts/src/tool_artifacts.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: fs::write count 46 in production-like src files,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0130,High,Conformance/test gap,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-runner/src/lib.rs,Patch failure after partial write lacks a rollback/quarantine path. Scope variant 2: apply to crates/aidens-runner/src/lib.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: patch_apply implementation at aidens-tool-kit/src/lib.rs:1198; patch term count 448,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0131,Medium,Confirmed source pattern,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-tool-kit/src/lib.rs,"Patch writes lack temp-file, atomic rename, fsync, and post-write digest verification. Scope variant 2: apply to crates/aidens-tool-kit/src/lib.rs and adjacent caller/callee surfaces.","Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: fs::write count 46 in production-like src files,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0132,Critical,High-confidence hardening risk,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-contracts/src/tool_artifacts.rs,Before/after file digests are not guaranteed as first-class treatment evidence for every apply path. Scope variant 2: apply to crates/aidens-contracts/src/tool_artifacts.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: patch_apply implementation at aidens-tool-kit/src/lib.rs:1198; patch term count 448,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0133,High,Conformance/test gap,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-runner/src/lib.rs,Patch proposal and patch application are not cryptographically or digest-bound as one treatment family. Scope variant 2: apply to crates/aidens-runner/src/lib.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: fs::write count 46 in production-like src files,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0134,High,Confirmed source pattern,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-tool-kit/src/lib.rs,"Rename, delete, mode-change, and binary-file semantics are not explicitly supported or rejected with receipts. Scope variant 2: apply to crates/aidens-tool-kit/src/lib.rs and adjacent caller/callee surfaces.","Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: patch_apply implementation at aidens-tool-kit/src/lib.rs:1198; patch term count 448,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0135,Medium,High-confidence hardening risk,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-contracts/src/tool_artifacts.rs,Patch report vocabulary can make dry-run and applied states ambiguous. Scope variant 2: apply to crates/aidens-contracts/src/tool_artifacts.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: fs::write count 46 in production-like src files,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0136,Critical,Conformance/test gap,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-runner/src/lib.rs,Patch application is not a full unified-diff interpreter and can mislead users/tools expecting patch semantics. Scope variant 3: apply to crates/aidens-runner/src/lib.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: patch_apply implementation at aidens-tool-kit/src/lib.rs:1198; patch term count 448,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0137,High,Confirmed source pattern,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-tool-kit/src/lib.rs,Patch hunk anchoring is too weak for repeated-content files. Scope variant 3: apply to crates/aidens-tool-kit/src/lib.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: fs::write count 46 in production-like src files,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0138,High,High-confidence hardening risk,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-contracts/src/tool_artifacts.rs,Patch context is not enforced strongly enough to prove the intended treatment was applied. Scope variant 3: apply to crates/aidens-contracts/src/tool_artifacts.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: patch_apply implementation at aidens-tool-kit/src/lib.rs:1198; patch term count 448,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0139,Medium,Conformance/test gap,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-runner/src/lib.rs,Multi-file patch application is not transactionally atomic. Scope variant 3: apply to crates/aidens-runner/src/lib.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: fs::write count 46 in production-like src files,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0140,Critical,Confirmed source pattern,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-tool-kit/src/lib.rs,Patch failure after partial write lacks a rollback/quarantine path. Scope variant 3: apply to crates/aidens-tool-kit/src/lib.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: patch_apply implementation at aidens-tool-kit/src/lib.rs:1198; patch term count 448,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0141,High,High-confidence hardening risk,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-contracts/src/tool_artifacts.rs,"Patch writes lack temp-file, atomic rename, fsync, and post-write digest verification. Scope variant 3: apply to crates/aidens-contracts/src/tool_artifacts.rs and adjacent caller/callee surfaces.","Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: fs::write count 46 in production-like src files,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0142,High,Conformance/test gap,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-runner/src/lib.rs,Before/after file digests are not guaranteed as first-class treatment evidence for every apply path. Scope variant 3: apply to crates/aidens-runner/src/lib.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: patch_apply implementation at aidens-tool-kit/src/lib.rs:1198; patch term count 448,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0143,Medium,Confirmed source pattern,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-tool-kit/src/lib.rs,Patch proposal and patch application are not cryptographically or digest-bound as one treatment family. Scope variant 3: apply to crates/aidens-tool-kit/src/lib.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: fs::write count 46 in production-like src files,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0144,Critical,High-confidence hardening risk,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-contracts/src/tool_artifacts.rs,"Rename, delete, mode-change, and binary-file semantics are not explicitly supported or rejected with receipts. Scope variant 3: apply to crates/aidens-contracts/src/tool_artifacts.rs and adjacent caller/callee surfaces.","Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: patch_apply implementation at aidens-tool-kit/src/lib.rs:1198; patch term count 448,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0145,High,Conformance/test gap,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-runner/src/lib.rs,Patch report vocabulary can make dry-run and applied states ambiguous. Scope variant 3: apply to crates/aidens-runner/src/lib.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: fs::write count 46 in production-like src files,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0146,High,Confirmed source pattern,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-tool-kit/src/lib.rs,Patch application is not a full unified-diff interpreter and can mislead users/tools expecting patch semantics. Scope variant 4: apply to crates/aidens-tool-kit/src/lib.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: patch_apply implementation at aidens-tool-kit/src/lib.rs:1198; patch term count 448,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0147,Medium,High-confidence hardening risk,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-contracts/src/tool_artifacts.rs,Patch hunk anchoring is too weak for repeated-content files. Scope variant 4: apply to crates/aidens-contracts/src/tool_artifacts.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: fs::write count 46 in production-like src files,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0148,Critical,Conformance/test gap,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-runner/src/lib.rs,Patch context is not enforced strongly enough to prove the intended treatment was applied. Scope variant 4: apply to crates/aidens-runner/src/lib.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: patch_apply implementation at aidens-tool-kit/src/lib.rs:1198; patch term count 448,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0149,High,Confirmed source pattern,Prior audit normalized,Patch transactionality & treatment integrity,v11A Boundary Compiler / Treatment Integrity,crates/aidens-tool-kit/src/lib.rs,Multi-file patch application is not transactionally atomic. Scope variant 4: apply to crates/aidens-tool-kit/src/lib.rs and adjacent caller/callee surfaces.,"Risk that code changes are applied without atomicity, rollback, or semantic receipts.",local scan: fs::write count 46 in production-like src files,"Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.","Replace or constrain patch_apply; require transaction receipt, before/after digests, rollback/quarantine, and post-write verification.",Phase 04 transactional patch engine,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
