id,priority,severity,category,path,line,title,evidence,impact,break_test,recommended_fix,confidence
AIDENS-HA-20260508-0121,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-agency-kit/src/lib.rs,1681,unwrap_or_default can erase failure context,.unwrap_or_default(),"The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0122,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-agency-kit/src/lib.rs,530,unwrap_or_default can erase failure context,"user_goal.as_deref().unwrap_or_default(),","The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0123,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-agency-kit/src/lib.rs,531,unwrap_or_default can erase failure context,"assistant_behavior.as_deref().unwrap_or_default(),","The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0124,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-agency-kit/src/lib.rs,532,unwrap_or_default can erase failure context,"recommendation.as_deref().unwrap_or_default(),","The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0125,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-agency-kit/src/lib.rs,533,unwrap_or_default can erase failure context,"new_nudge.as_deref().unwrap_or_default(),","The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0126,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-agency-kit/src/lib.rs,534,unwrap_or_default can erase failure context,"tool_output.as_deref().unwrap_or_default(),","The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0127,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-agency-kit/src/lib.rs,535,unwrap_or_default can erase failure context,"sensitive_memory.as_deref().unwrap_or_default(),","The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0128,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-agency-kit/src/lib.rs,536,unwrap_or_default can erase failure context,"user_bad_plan.as_deref().unwrap_or_default(),","The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0129,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-agency-kit/src/lib.rs,537,unwrap_or_default can erase failure context,"user_plan.as_deref().unwrap_or_default(),","The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0130,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-agency-kit/src/lib.rs,538,unwrap_or_default can erase failure context,"user_context.as_deref().unwrap_or_default(),","The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0131,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-agency-kit/src/lib.rs,539,unwrap_or_default can erase failure context,"source.as_deref().unwrap_or_default(),","The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0132,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-agency-kit/src/lib.rs,540,unwrap_or_default can erase failure context,"target_action.as_deref().unwrap_or_default(),","The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0133,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-agency-kit/src/lib.rs,541,unwrap_or_default can erase failure context,"reversibility_disclosure.as_deref().unwrap_or_default(),","The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0134,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-agency-kit/src/lib.rs,580,unwrap_or_default can erase failure context,"prompt: user_goal.clone().unwrap_or_default(),","The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0135,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-agency-kit/src/lib.rs,600,unwrap_or_default can erase failure context,"prior_nudges: number_field(input, ""prior_nudges"").unwrap_or_default(),","The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0136,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-boundary-kit/src/lib.rs,1291,unwrap_or_default can erase failure context,serde_json::to_string(key).unwrap_or_default(),"The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0137,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-cli/src/agent.rs,1016,unwrap_or_default can erase failure context,.unwrap_or_default();,"The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0138,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-cli/src/agent.rs,1040,unwrap_or_default can erase failure context,.unwrap_or_default();,"The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0139,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-cli/src/agent.rs,197,unwrap_or_default can erase failure context,.unwrap_or_default();,"The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0140,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-cli/src/agent.rs,281,unwrap_or_default can erase failure context,"replay_command: execution_context.replay_link.clone().unwrap_or_default(),","The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0141,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-cli/src/agent.rs,69,unwrap_or_default can erase failure context,let validation_reasons = agent_spec.validate().err().unwrap_or_default();,"The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0142,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-cli/src/agent.rs,878,unwrap_or_default can erase failure context,.unwrap_or_default();,"The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0143,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-cli/src/agent.rs,921,unwrap_or_default can erase failure context,.unwrap_or_default();,"The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0144,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-cli/src/lib.rs,1964,unwrap_or_default can erase failure context,.unwrap_or_default();,"The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0145,P1,High,SILENT-DEGRADATION,AiDENs/crates/aidens-cli/src/lib.rs,2323,unwrap_or_default can erase failure context,.unwrap_or_default(),"The system can continue after losing the reason for failure, which breaks replay, audit, and repair planning.",Force the fallback/error branch and assert the receipt contains the original error class and degraded status.,Preserve error reason and emit degradation/repair receipt.,Medium
AIDENS-HA-20260508-0146,P1,High,TOOL-DEGRADATION,AiDENs/crates/aidens-tool-kit/src/lib.rs,570,Safe coding registry silently falls back from executable dispatchers to declaration-only registry,"ToolRegistryV1::safe_coding_with_dispatchers(""."").unwrap_or_else(|_| safe_coding_registry())",safe_coding_registry_for_current_dir() uses unwrap_or_else to hide dispatcher construction failure.,Break current-dir canonicalization and confirm the agent still thinks safe coding tools exist but cannot execute them.,"Return a degraded registry with explicit unavailable receipts, or fail construction.",High
AIDENS-HA-20260508-0147,P1,High,TOOL-EVIDENCE,AiDENs/crates/aidens-tool-kit/src/lib.rs,148,Read-only tools default to ephemeral receipt persistence,canonical_stack::ToolReceiptPersistence::Ephemeral,canonical_descriptor_from_aidens makes receipt_persistence ForgeRaw only for permit-required tools; otherwise Ephemeral.,Ask the agent to answer from repo_read/repo_search and inspect whether final answer can be reconstructed from durable receipts.,"Persist receipts for all tool outputs that influence user-visible answers, plans, patches, or verification.",High
AIDENS-HA-20260508-0148,P1,High,WORKSPACE-PORTABILITY,AiDENs/.cargo/config.toml,,Nested Cargo config may hide workspace assumptions,AiDENs includes `.cargo/config.toml` while also relying on sibling path dependencies.,Toolchain/config behavior can diverge depending on whether commands run from archive root or AiDENs root.,Run cargo metadata from both `/Libraries` and `/Libraries/AiDENs` and compare workspace resolution.,Declare the required invocation directory and enforce it in scripts before running Cargo.,High
AIDENS-HA-20260508-0149,P1,Medium,ASYNC-RUNTIME,AiDENs/crates/aidens-tool-kit/src/lib.rs,1484,Command polling blocks the thread with std::thread::sleep,std::thread::sleep(wait_interval.min(remaining).min(Duration::from_millis(250)));,"run_command_with_timeout sleeps in a synchronous loop, likely under async dispatch context.",Start many run_check commands and measure executor starvation/latency.,Move command execution to blocking pool or use async process APIs and tokio timers.,High
AIDENS-HA-20260508-0150,P1,Medium,CODE-SHAPE,AiDENs/crates/aidens-agency-kit,,Megafile crate shape: AiDENs/crates/aidens-agency-kit has 1828 LOC across 1 Rust files,1828 lines across 1 .rs file(s).,"Large single-file crates make ownership, invariants, test targeting, and Codex edits brittle.",Ask Codex to make a targeted change in this crate and inspect unrelated churn/confusion.,Split by owned concept with module-level invariants and focused tests before expanding capability.,High
AIDENS-HA-20260508-0151,P1,Medium,CODE-SHAPE,AiDENs/crates/aidens-app-kit,,Megafile crate shape: AiDENs/crates/aidens-app-kit has 1031 LOC across 3 Rust files,1031 lines across 3 .rs file(s).,"Large single-file crates make ownership, invariants, test targeting, and Codex edits brittle.",Ask Codex to make a targeted change in this crate and inspect unrelated churn/confusion.,Split by owned concept with module-level invariants and focused tests before expanding capability.,High
AIDENS-HA-20260508-0152,P1,Medium,CODE-SHAPE,AiDENs/crates/aidens-boundary-kit,,Megafile crate shape: AiDENs/crates/aidens-boundary-kit has 1717 LOC across 1 Rust files,1717 lines across 1 .rs file(s).,"Large single-file crates make ownership, invariants, test targeting, and Codex edits brittle.",Ask Codex to make a targeted change in this crate and inspect unrelated churn/confusion.,Split by owned concept with module-level invariants and focused tests before expanding capability.,High
AIDENS-HA-20260508-0153,P1,Medium,CODE-SHAPE,AiDENs/crates/aidens-provider-kit,,Megafile crate shape: AiDENs/crates/aidens-provider-kit has 1523 LOC across 1 Rust files,1523 lines across 1 .rs file(s).,"Large single-file crates make ownership, invariants, test targeting, and Codex edits brittle.",Ask Codex to make a targeted change in this crate and inspect unrelated churn/confusion.,Split by owned concept with module-level invariants and focused tests before expanding capability.,High
AIDENS-HA-20260508-0154,P1,Medium,CODE-SHAPE,AiDENs/crates/aidens-queue-kit,,Megafile crate shape: AiDENs/crates/aidens-queue-kit has 1183 LOC across 1 Rust files,1183 lines across 1 .rs file(s).,"Large single-file crates make ownership, invariants, test targeting, and Codex edits brittle.",Ask Codex to make a targeted change in this crate and inspect unrelated churn/confusion.,Split by owned concept with module-level invariants and focused tests before expanding capability.,High
AIDENS-HA-20260508-0155,P1,Medium,CODE-SHAPE,AiDENs/crates/aidens-receipts,,Megafile crate shape: AiDENs/crates/aidens-receipts has 1141 LOC across 1 Rust files,1141 lines across 1 .rs file(s).,"Large single-file crates make ownership, invariants, test targeting, and Codex edits brittle.",Ask Codex to make a targeted change in this crate and inspect unrelated churn/confusion.,Split by owned concept with module-level invariants and focused tests before expanding capability.,High
AIDENS-HA-20260508-0156,P1,Medium,CODE-SHAPE,AiDENs/crates/aidens-testkit,,Megafile crate shape: AiDENs/crates/aidens-testkit has 1543 LOC across 2 Rust files,1543 lines across 2 .rs file(s).,"Large single-file crates make ownership, invariants, test targeting, and Codex edits brittle.",Ask Codex to make a targeted change in this crate and inspect unrelated churn/confusion.,Split by owned concept with module-level invariants and focused tests before expanding capability.,High
AIDENS-HA-20260508-0157,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-agency-kit/src/lib.rs,1124,Utc::now appears in runtime/artifact path,"decided_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0158,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-agency-kit/src/lib.rs,1302,Utc::now appears in runtime/artifact path,"recorded_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0159,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-agency-kit/src/lib.rs,1341,Utc::now appears in runtime/artifact path,"evaluated_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0160,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-agency-kit/src/lib.rs,229,Utc::now appears in runtime/artifact path,"recorded_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0161,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-agency-kit/src/lib.rs,936,Utc::now appears in runtime/artifact path,"counted_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0162,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-boundary-kit/src/lib.rs,302,Utc::now appears in runtime/artifact path,"compiled_at: chrono::Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0163,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-boundary-kit/src/lib.rs,322,Utc::now appears in runtime/artifact path,"compiled_at: chrono::Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0164,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-cli/src/agent.rs,166,Utc::now appears in runtime/artifact path,let started_at = Utc::now();,Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0165,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-cli/src/agent.rs,220,Utc::now appears in runtime/artifact path,let elapsed_ms = (Utc::now() - started_at).num_milliseconds().max(0);,Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0166,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-cli/src/lib.rs,1174,Utc::now appears in runtime/artifact path,"exported_at: Utc::now().to_rfc3339_opts(SecondsFormat::Secs, true),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0167,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-cli/src/lib.rs,2321,Wall-clock time appears in runtime/artifact path,let nonce = SystemTime::now(),Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve recorded-time semantics in receipts.,Medium
AIDENS-HA-20260508-0168,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-cli/src/lib.rs,3848,Utc::now appears in runtime/artifact path,"recorded_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0169,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-cli/src/package.rs,816,Wall-clock time appears in runtime/artifact path,let nanos = SystemTime::now(),Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve recorded-time semantics in receipts.,Medium
AIDENS-HA-20260508-0170,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/agent_bundle.rs,335,Utc::now appears in runtime/artifact path,"created_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0171,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/agent_bundle.rs,453,Utc::now appears in runtime/artifact path,"created_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0172,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/app_status.rs,104,Utc::now appears in runtime/artifact path,"checked_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0173,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/app_status.rs,177,Utc::now appears in runtime/artifact path,"applied_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0174,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/app_status.rs,256,Utc::now appears in runtime/artifact path,"generated_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0175,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/app_status.rs,311,Utc::now appears in runtime/artifact path,"locked_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0176,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/app_status.rs,358,Utc::now appears in runtime/artifact path,"generated_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0177,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/app_status.rs,401,Utc::now appears in runtime/artifact path,"found_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0178,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/app_status.rs,447,Utc::now appears in runtime/artifact path,"updated_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0179,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/app_status.rs,85,Utc::now appears in runtime/artifact path,"checked_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0180,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/artifact.rs,203,Utc::now appears in runtime/artifact path,"created_recorded_time: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0181,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/artifact.rs,323,Utc::now appears in runtime/artifact path,"recorded_time: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0182,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/artifact.rs,83,Utc::now appears in runtime/artifact path,"created_recorded_time: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0183,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/boundary.rs,101,Utc::now appears in runtime/artifact path,"recorded_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0184,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/boundary.rs,147,Utc::now appears in runtime/artifact path,"recorded_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0185,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/boundary.rs,198,Utc::now appears in runtime/artifact path,"recorded_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0186,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/boundary.rs,223,Utc::now appears in runtime/artifact path,"recorded_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0187,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/capability_turn.rs,1042,Utc::now appears in runtime/artifact path,self.completed_at = Some(Utc::now());,Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0188,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/capability_turn.rs,224,Utc::now appears in runtime/artifact path,"granted_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0189,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/capability_turn.rs,247,Utc::now appears in runtime/artifact path,"granted_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0190,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/capability_turn.rs,297,Utc::now appears in runtime/artifact path,.map(|expires_at| expires_at > Utc::now()),Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
AIDENS-HA-20260508-0191,P1,Medium,NONDETERMINISM,AiDENs/crates/aidens-contracts/src/capability_turn.rs,337,Utc::now appears in runtime/artifact path,"requested_at: Utc::now(),",Replay equivalence and content-addressed artifact law become harder to prove when wall-clock state leaks into semantics.,Run the same fixture twice with identical inputs and compare all generated artifacts/receipts byte-for-byte.,Inject clock and preserve valid/recorded-time distinction.,Medium
