id,pass,priority,title,crates,acceptance,proof
AIDENS-P16-01,P16,P2,"Define subtractive operator classes: dedupe, summarize, compact, retire, quarantine, minimize, support-core extraction.","aidens-kernel-kit, aidens-memory-kit, aidens-repair-kit, aidens-contracts, aidens-receipts",Subtraction cannot delete support needed by accepted claim unless claim is superseded/quarantined first.; Compaction emits receipt and history preservation report with before/after digests.,tests + receipts + docs + command output
AIDENS-P16-02,P16,P2,"Require each operation to declare preserved invariants: replay, as-of query, claim support, receipt lineage, legal retention, or operator-specific proof.","aidens-kernel-kit, aidens-memory-kit, aidens-repair-kit, aidens-contracts, aidens-receipts",Subtraction cannot delete support needed by accepted claim unless claim is superseded/quarantined first.; Compaction emits receipt and history preservation report with before/after digests.,tests + receipts + docs + command output
AIDENS-P16-03,P16,P2,Implement dry-run subtraction that emits removal frontier and invariant checks before mutation.,"aidens-kernel-kit, aidens-memory-kit, aidens-repair-kit, aidens-contracts, aidens-receipts",Subtraction cannot delete support needed by accepted claim unless claim is superseded/quarantined first.; Compaction emits receipt and history preservation report with before/after digests.,tests + receipts + docs + command output
AIDENS-P16-04,P16,P2,Compaction may replace stored detail only when replay/history budget says what is lost and what is preserved.,"aidens-kernel-kit, aidens-memory-kit, aidens-repair-kit, aidens-contracts, aidens-receipts",Subtraction cannot delete support needed by accepted claim unless claim is superseded/quarantined first.; Compaction emits receipt and history preservation report with before/after digests.,tests + receipts + docs + command output
AIDENS-P16-05,P16,P2,Add challenge API to reconstruct or contest a compacted artifact within declared budget.,"aidens-kernel-kit, aidens-memory-kit, aidens-repair-kit, aidens-contracts, aidens-receipts",Subtraction cannot delete support needed by accepted claim unless claim is superseded/quarantined first.; Compaction emits receipt and history preservation report with before/after digests.,tests + receipts + docs + command output
AIDENS-P17-01,P17,P2,"Define signed/attested artifact envelope with subject digest, producer, schema, time, policy, and signature/verification result.","aidens-delegation-kit, aidens-governance-kit, aidens-memory-kit, aidens-contracts, aidens-receipts","External artifact can be imported only through AdmissionDecisionV1.; Remote contradiction creates settlement/dispute artifact, not direct overwrite.",tests + receipts + docs + command output
AIDENS-P17-02,P17,P2,"Add admission policy that can accept, quarantine, downgrade, reject, or request additional witness.","aidens-delegation-kit, aidens-governance-kit, aidens-memory-kit, aidens-contracts, aidens-receipts","External artifact can be imported only through AdmissionDecisionV1.; Remote contradiction creates settlement/dispute artifact, not direct overwrite.",tests + receipts + docs + command output
AIDENS-P17-03,P17,P2,Implement remote-oracle result import as advisory unless locally promoted through governance.,"aidens-delegation-kit, aidens-governance-kit, aidens-memory-kit, aidens-contracts, aidens-receipts","External artifact can be imported only through AdmissionDecisionV1.; Remote contradiction creates settlement/dispute artifact, not direct overwrite.",tests + receipts + docs + command output
AIDENS-P17-04,P17,P2,Add settlement cases for conflicting external claims while preserving local authority.,"aidens-delegation-kit, aidens-governance-kit, aidens-memory-kit, aidens-contracts, aidens-receipts","External artifact can be imported only through AdmissionDecisionV1.; Remote contradiction creates settlement/dispute artifact, not direct overwrite.",tests + receipts + docs + command output
AIDENS-P17-05,P17,P2,Add revocation/trust-root update receipts and re-evaluate affected admitted artifacts.,"aidens-delegation-kit, aidens-governance-kit, aidens-memory-kit, aidens-contracts, aidens-receipts","External artifact can be imported only through AdmissionDecisionV1.; Remote contradiction creates settlement/dispute artifact, not direct overwrite.",tests + receipts + docs + command output
AIDENS-P18-01,P18,P2,"Define mechanism/theory artifact model: assumptions, variables, equations/program, simulator contract, evidence support, refuters, stability/invariance reports.","aidens-kernel-kit, aidens-governance-kit, aidens-memory-kit, aidens-contracts, aidens-receipts","A candidate mechanism can be fit, refuted, versioned, superseded, and replayed from artifacts.; High score alone cannot promote theory without refuter/gov artifacts.",tests + receipts + docs + command output
AIDENS-P18-02,P18,P2,Add search-program artifact for symbolic/sparse/neural/hybrid mechanisms without promotion by score alone.,"aidens-kernel-kit, aidens-governance-kit, aidens-memory-kit, aidens-contracts, aidens-receipts","A candidate mechanism can be fit, refuted, versioned, superseded, and replayed from artifacts.; High score alone cannot promote theory without refuter/gov artifacts.",tests + receipts + docs + command output
AIDENS-P18-03,P18,P2,"Require fit runs to record dataset, execution context, seed, optimizer, nuisance state, and result digest.","aidens-kernel-kit, aidens-governance-kit, aidens-memory-kit, aidens-contracts, aidens-receipts","A candidate mechanism can be fit, refuted, versioned, superseded, and replayed from artifacts.; High score alone cannot promote theory without refuter/gov artifacts.",tests + receipts + docs + command output
AIDENS-P18-04,P18,P2,Publish theory only after refuter suite and governance disposition.,"aidens-kernel-kit, aidens-governance-kit, aidens-memory-kit, aidens-contracts, aidens-receipts","A candidate mechanism can be fit, refuted, versioned, superseded, and replayed from artifacts.; High score alone cannot promote theory without refuter/gov artifacts.",tests + receipts + docs + command output
AIDENS-P18-05,P18,P2,Allow multiple observationally equivalent mechanisms to coexist with explicit non-identification disclosure.,"aidens-kernel-kit, aidens-governance-kit, aidens-memory-kit, aidens-contracts, aidens-receipts","A candidate mechanism can be fit, refuted, versioned, superseded, and replayed from artifacts.; High score alone cannot promote theory without refuter/gov artifacts.",tests + receipts + docs + command output
AIDENS-P19-01,P19,P2,Run all acceptance gates and produce machine-readable results.,"workspace root, all crates, docs, CI",cargo fmt/check/test/clippy pass for workspace with all features.; All pass acceptance gates are satisfied or explicitly waived by governance artifact.,tests + receipts + docs + command output
AIDENS-P19-02,P19,P2,Generate traceability matrix: requirement -> pass -> crate -> tests -> artifacts -> docs.,"workspace root, all crates, docs, CI",cargo fmt/check/test/clippy pass for workspace with all features.; All pass acceptance gates are satisfied or explicitly waived by governance artifact.,tests + receipts + docs + command output
AIDENS-P19-03,P19,P2,"Package schemas, fixtures, examples, scripts, AGENTS.md, and docs into release artifacts.","workspace root, all crates, docs, CI",cargo fmt/check/test/clippy pass for workspace with all features.; All pass acceptance gates are satisfied or explicitly waived by governance artifact.,tests + receipts + docs + command output
AIDENS-P19-04,P19,P2,"Audit docs for false claims, stale metrics, and unsupported feature promises.","workspace root, all crates, docs, CI",cargo fmt/check/test/clippy pass for workspace with all features.; All pass acceptance gates are satisfied or explicitly waived by governance artifact.,tests + receipts + docs + command output
AIDENS-P19-05,P19,P2,Create final “complete / near-complete / deferred horizon” report with explicit blockers and next roadmap.,"workspace root, all crates, docs, CI",cargo fmt/check/test/clippy pass for workspace with all features.; All pass acceptance gates are satisfied or explicitly waived by governance artifact.,tests + receipts + docs + command output
